date,sales,cluster
2014-09-04,133328.37304,Cluster 2
2014-09-05,164020.37205,Cluster 2
2014-09-06,252984.16911000002,Cluster 2
2014-09-07,296430.6491,Cluster 2
2014-09-08,165742.12091,Cluster 2
2014-09-09,134451.902,Cluster 2
2014-09-10,163348.9985,Cluster 2
2014-09-11,113330.74301,Cluster 2
2014-09-12,145441.894903,Cluster 2
2014-09-13,223308.89298,Cluster 2
2014-09-14,261362.595,Cluster 2
2014-09-15,153958.182024,Cluster 2
2014-09-16,145816.10803,Cluster 2
2014-09-17,167700.20813,Cluster 2
2014-09-18,114474.07401,Cluster 2
2014-09-19,141147.287934,Cluster 2
2014-09-20,228496.55298,Cluster 2
2014-09-21,263056.93801,Cluster 2
2014-09-22,146993.822992,Cluster 2
2014-09-23,135255.18236,Cluster 2
2014-09-24,158604.10251,Cluster 2
2014-09-25,115181.222012,Cluster 2
2014-09-26,133467.87401,Cluster 2
2014-09-27,225981.63098,Cluster 2
2014-09-28,268790.25089,Cluster 2
2014-09-29,145582.855,Cluster 2
2014-09-30,140900.631912,Cluster 2
2014-10-01,209575.50889,Cluster 2
2014-10-02,152377.067025,Cluster 2
2014-10-03,179487.3421,Cluster 2
2014-10-04,269974.298894,Cluster 2
2014-10-05,299989.1869,Cluster 2
2014-10-06,155058.72122,Cluster 2
2014-10-07,138687.48213,Cluster 2
2014-10-08,174919.82013,Cluster 2
2014-10-09,114913.291,Cluster 2
2014-10-10,202887.16491,Cluster 2
2014-10-11,213316.74789199998,Cluster 2
2014-10-12,234945.48678,Cluster 2
2014-10-13,143732.15412,Cluster 2
2014-10-14,123895.883,Cluster 2
2014-10-15,161707.5125,Cluster 2
2014-10-16,130466.819,Cluster 2
2014-10-17,148475.8529,Cluster 2
2014-10-18,227602.43098,Cluster 2
2014-10-19,266192.693,Cluster 2
2014-10-20,153495.07194,Cluster 2
2014-10-21,126753.667031,Cluster 2
2014-10-22,156778.656,Cluster 2
2014-10-23,115636.60313,Cluster 2
2014-10-24,133942.399,Cluster 2
2014-10-25,211163.356,Cluster 2
2014-10-26,253380.61101,Cluster 2
2014-10-27,132819.429046,Cluster 2
2014-10-28,115769.39001,Cluster 2
2014-10-29,144326.47303,Cluster 2
2014-10-30,103509.15395,Cluster 2
2014-10-31,137747.81392,Cluster 2
2014-11-01,224552.24788,Cluster 2
2014-11-02,200716.056225,Cluster 2
2014-11-03,282528.63589,Cluster 2
2014-11-04,162000.17697,Cluster 2
2014-11-05,182528.13895,Cluster 2
2014-11-06,136475.627025,Cluster 2
2014-11-07,151505.725724,Cluster 2
2014-11-08,225739.441896,Cluster 2
2014-11-09,265696.62509,Cluster 2
2014-11-10,143906.89505,Cluster 2
2014-11-11,130201.140046,Cluster 2
2014-11-12,148107.655,Cluster 2
2014-11-13,107722.629,Cluster 2
2014-11-14,139318.8911,Cluster 2
2014-11-15,211380.014,Cluster 2
2014-11-16,269890.90103,Cluster 2
2014-11-17,152145.28903,Cluster 2
2014-11-18,127416.08887,Cluster 2
2014-11-19,146337.63598,Cluster 2
2014-11-20,119650.764996,Cluster 2
2014-11-21,144565.266,Cluster 2
2014-11-22,208011.55851,Cluster 2
2014-11-23,255393.30499,Cluster 2
2014-11-24,145740.880032,Cluster 2
2014-11-25,126123.659124,Cluster 2
2014-11-26,153720.625005,Cluster 2
2014-11-27,113301.025055,Cluster 2
2014-11-28,148796.766,Cluster 2
2014-11-29,229164.65412,Cluster 2
2014-11-30,291890.6918,Cluster 2
2014-12-01,208870.27886,Cluster 2
2014-12-02,178307.75002,Cluster 2
2014-12-03,185246.1601,Cluster 2
2014-12-04,137668.44495,Cluster 2
2014-12-05,157623.67629,Cluster 2
2014-12-06,222804.4411,Cluster 2
2014-12-07,294256.5725,Cluster 2
2014-12-08,195470.48394,Cluster 2
2014-12-09,168991.434992,Cluster 2
2014-12-10,180758.706902,Cluster 2
2014-12-11,139417.035995,Cluster 2
2014-12-12,163987.177,Cluster 2
2014-12-13,229274.65898,Cluster 2
2014-12-14,275288.8795,Cluster 2
2014-12-15,192401.396904,Cluster 2
2014-12-16,208372.608026,Cluster 2
2014-12-17,204521.887235,Cluster 2
2014-12-18,186774.485808,Cluster 2
2014-12-19,186269.50308,Cluster 2
2014-12-20,241389.170805,Cluster 2
2014-12-21,285333.059215,Cluster 2
2014-12-22,503188.367862,Cluster 2
2014-12-23,235533.52993,Cluster 2
2014-12-24,213269.921962,Cluster 2
2014-12-26,440558.72032,Cluster 2
2014-12-27,182185.232004,Cluster 2
2014-12-28,191772.5771,Cluster 2
2014-12-29,185053.722077,Cluster 2
2014-12-30,210445.7051,Cluster 2
2014-12-31,169347.403814,Cluster 2
2015-01-01,0.0,Cluster 2
2015-01-02,173058.55999,Cluster 2
2015-01-03,167764.3999,Cluster 2
2015-01-04,200617.63908,Cluster 2
2015-01-05,137233.45295,Cluster 2
2015-01-06,108809.861998,Cluster 2
2015-01-07,119893.26399,Cluster 2
2015-01-08,94601.693128,Cluster 2
2015-01-09,110052.27209,Cluster 2
2015-01-10,149487.148004,Cluster 2
2015-01-11,191964.39202,Cluster 2
2015-01-12,101374.818996,Cluster 2
2015-01-13,89027.979,Cluster 2
2015-01-14,92906.651034,Cluster 2
2015-01-15,79809.460015,Cluster 2
2015-01-16,100953.030897,Cluster 2
2015-01-17,167158.538,Cluster 2
2015-01-18,184970.70698,Cluster 2
2015-01-19,101240.394,Cluster 2
2015-01-20,90870.86012,Cluster 2
2015-01-21,98585.09206,Cluster 2
2015-01-22,80504.92302,Cluster 2
2015-01-23,98102.292,Cluster 2
2015-01-24,153695.825,Cluster 2
2015-01-25,171283.79199599999,Cluster 2
2015-01-26,89669.05298,Cluster 2
2015-01-27,76813.26903,Cluster 2
2015-01-28,85401.05602,Cluster 2
2015-01-29,72861.773002,Cluster 2
2015-01-30,104484.322,Cluster 2
2015-01-31,168755.98789,Cluster 2
2015-02-01,217843.78298,Cluster 2
2015-02-02,121585.69501,Cluster 2
2015-02-03,100778.15698,Cluster 2
2015-02-04,107088.21502,Cluster 2
2015-02-05,87474.968981,Cluster 2
2015-02-06,102609.381027,Cluster 2
2015-02-07,150484.379,Cluster 2
2015-02-08,162865.94302,Cluster 2
2015-02-09,97553.37102,Cluster 2
2015-02-10,83337.429933,Cluster 2
2015-02-11,88555.44204,Cluster 2
2015-02-12,76236.49802,Cluster 2
2015-02-13,100818.745998,Cluster 2
2015-02-14,111635.88312,Cluster 2
2015-02-15,99064.71297000001,Cluster 2
2015-02-16,108066.37298300001,Cluster 2
2015-02-17,127007.031005,Cluster 2
2015-02-18,105119.137025,Cluster 2
2015-02-19,87029.07294,Cluster 2
2015-02-20,114490.645,Cluster 2
2015-02-21,141606.92804,Cluster 2
2015-02-22,179882.519,Cluster 2
2015-02-23,96419.586,Cluster 2
2015-02-24,87807.795025,Cluster 2
2015-02-25,89174.55304,Cluster 2
2015-02-26,73622.536,Cluster 2
2015-02-27,102014.356,Cluster 2
2015-02-28,156475.12602,Cluster 2
2015-03-01,221372.85186,Cluster 2
2015-03-02,123511.32197,Cluster 2
2015-03-03,106929.04487,Cluster 2
2015-03-04,109631.350024,Cluster 2
2015-03-05,90007.42101,Cluster 2
2015-03-06,110975.27591,Cluster 2
2015-03-07,167384.16697,Cluster 2
2015-03-08,178098.60895,Cluster 2
2015-03-09,109454.5031,Cluster 2
2015-03-10,102842.42703,Cluster 2
2015-03-11,98482.223995,Cluster 2
2015-03-12,79956.763004,Cluster 2
2015-03-13,100407.49414,Cluster 2
2015-03-14,154816.401,Cluster 2
2015-03-15,179924.31891,Cluster 2
2015-03-16,103339.342006,Cluster 2
2015-03-17,86102.38503599999,Cluster 2
2015-03-18,90064.506016,Cluster 2
2015-03-19,78504.349004,Cluster 2
2015-03-20,106595.218024,Cluster 2
2015-03-21,158048.96813,Cluster 2
2015-03-22,169084.324005,Cluster 2
2015-03-23,100388.62503,Cluster 2
2015-03-24,82194.01602,Cluster 2
2015-03-25,91835.986,Cluster 2
2015-03-26,74534.35803,Cluster 2
2015-03-27,100404.27999,Cluster 2
2015-03-28,147140.44700000001,Cluster 2
2015-03-29,168116.19113,Cluster 2
2015-03-30,94145.669005,Cluster 2
2015-03-31,91273.83499999999,Cluster 2
2015-04-01,123411.71304999999,Cluster 2
2015-04-02,107931.999,Cluster 2
2015-04-03,125286.912,Cluster 2
2015-04-04,162582.722926,Cluster 2
2015-04-05,181004.3502,Cluster 2
2015-04-06,117237.852,Cluster 2
2015-04-07,99930.49302,Cluster 2
2015-04-08,101280.647,Cluster 2
2015-04-09,82676.127947,Cluster 2
2015-04-10,103942.173,Cluster 2
2015-04-11,153176.82402,Cluster 2
2015-04-12,178111.5541,Cluster 2
2015-04-13,98037.9081,Cluster 2
2015-04-14,78625.15201,Cluster 2
2015-04-15,101569.4009,Cluster 2
2015-04-16,86682.62798,Cluster 2
2015-04-17,108986.4457,Cluster 2
2015-04-18,158392.6998,Cluster 2
2015-04-19,188976.71308,Cluster 2
2015-04-20,107092.488,Cluster 2
2015-04-21,90162.035016,Cluster 2
2015-04-22,94024.68901,Cluster 2
2015-04-23,86550.256974,Cluster 2
2015-04-24,103072.115996,Cluster 2
2015-04-25,152352.67488,Cluster 2
2015-04-26,167588.92798,Cluster 2
2015-04-27,92326.822975,Cluster 2
2015-04-28,78767.51403,Cluster 2
2015-04-29,88586.168026,Cluster 2
2015-04-30,93640.729976,Cluster 2
2015-05-01,166866.482095,Cluster 2
2015-05-02,177639.368,Cluster 2
2015-05-03,192114.77499,Cluster 2
2015-05-04,128333.56598,Cluster 2
2015-05-05,108843.662022,Cluster 2
2015-05-06,113327.48403,Cluster 2
2015-05-07,92803.538,Cluster 2
2015-05-08,115619.728,Cluster 2
2015-05-09,176964.79713,Cluster 2
2015-05-10,132968.04998,Cluster 2
2015-05-11,117655.06903,Cluster 2
2015-05-12,95695.208001,Cluster 2
2015-05-13,100905.38099,Cluster 2
2015-05-14,81404.698034,Cluster 2
2015-05-15,112789.88698,Cluster 2
2015-05-16,184878.625,Cluster 2
2015-05-17,204773.18,Cluster 2
2015-05-18,113923.101046,Cluster 2
2015-05-19,94756.98803,Cluster 2
2015-05-20,106393.48493,Cluster 2
2015-05-21,90218.638006,Cluster 2
2015-05-22,112436.85598000001,Cluster 2
2015-05-23,165823.178904,Cluster 2
2015-05-24,193779.13296,Cluster 2
2015-05-25,121003.84599,Cluster 2
2015-05-26,100461.471,Cluster 2
2015-05-27,111278.62704,Cluster 2
2015-05-28,88754.483024,Cluster 2
2015-05-29,127632.023,Cluster 2
2015-05-30,209857.1411,Cluster 2
2015-05-31,251512.33310000002,Cluster 2
2015-06-01,196837.43998,Cluster 2
2015-06-02,168541.90593,Cluster 2
2015-06-03,187401.288072,Cluster 2
2015-06-04,137523.693,Cluster 2
2015-06-05,168310.920996,Cluster 2
2015-06-06,232532.4549,Cluster 2
2015-06-07,280926.81687,Cluster 2
2015-06-08,162802.749,Cluster 2
2015-06-09,138195.99,Cluster 2
2015-06-10,158081.041015,Cluster 2
2015-06-11,108644.65300399999,Cluster 2
2015-06-12,153057.843904,Cluster 2
2015-06-13,218256.285965,Cluster 2
2015-06-14,254296.58688,Cluster 2
2015-06-15,152279.321704,Cluster 2
2015-06-16,152186.944,Cluster 2
2015-06-17,169660.981996,Cluster 2
2015-06-18,121577.45406,Cluster 2
2015-06-19,167237.722696,Cluster 2
2015-06-20,248644.230316,Cluster 2
2015-06-21,194175.8941,Cluster 2
2015-06-22,165666.42803,Cluster 2
2015-06-23,144334.820042,Cluster 2
2015-06-24,165215.22804,Cluster 2
2015-06-25,345504.03,Cluster 2
2015-06-26,147549.44298,Cluster 2
2015-06-27,221860.307024,Cluster 2
2015-06-28,266802.84807,Cluster 2
2015-06-29,149924.484,Cluster 2
2015-06-30,139159.736,Cluster 2
2015-07-01,218248.38501,Cluster 2
2015-07-02,160766.34097,Cluster 2
2015-07-03,399969.8278,Cluster 2
2015-07-04,256126.9122,Cluster 2
2015-07-05,252900.914,Cluster 2
2015-07-06,167017.959976,Cluster 2
2015-07-07,131579.20328,Cluster 2
2015-07-08,189740.924125,Cluster 2
2015-07-09,144016.790401,Cluster 2
2015-07-10,159855.9881,Cluster 2
2015-07-11,199372.10299,Cluster 2
2015-07-12,229044.016,Cluster 2
2015-07-13,149293.85297,Cluster 2
2015-07-14,134806.154973,Cluster 2
2015-07-15,161757.113045,Cluster 2
2015-07-16,134780.396984,Cluster 2
2015-07-17,162391.97214,Cluster 2
2015-07-18,210085.85401,Cluster 2
2015-07-19,235957.02952,Cluster 2
2015-07-20,160518.716,Cluster 2
2015-07-21,130842.058995,Cluster 2
2015-07-22,155618.712916,Cluster 2
2015-07-23,123649.09708,Cluster 2
2015-07-24,154640.871,Cluster 2
2015-07-25,190814.982044,Cluster 2
2015-07-26,216102.43202,Cluster 2
2015-07-27,147000.768996,Cluster 2
2015-07-28,122915.28865,Cluster 2
2015-07-29,152841.68556,Cluster 2
2015-07-30,119006.164686,Cluster 2
2015-07-31,162200.069,Cluster 2
2015-08-01,244407.92799999999,Cluster 2
2015-08-02,251745.49111,Cluster 2
2015-08-03,185584.427992,Cluster 2
2015-08-04,155297.953,Cluster 2
2015-08-05,172780.444004,Cluster 2
2015-08-06,126630.79695,Cluster 2
2015-08-07,156750.48301999999,Cluster 2
2015-08-08,178655.86897,Cluster 2
2015-08-09,162437.615,Cluster 2
2015-08-10,198034.036042,Cluster 2
2015-08-11,149779.327036,Cluster 2
2015-08-12,164007.66589,Cluster 2
2015-08-13,127743.17598,Cluster 2
2015-08-14,200204.34494,Cluster 2
2015-08-15,243487.733016,Cluster 2
2015-08-16,232270.18,Cluster 2
2015-08-17,157824.84197,Cluster 2
2015-08-18,135135.334963,Cluster 2
2015-08-19,157083.057,Cluster 2
2015-08-20,127125.031004,Cluster 2
2015-08-21,156974.84998,Cluster 2
2015-08-22,191463.9939,Cluster 2
2015-08-23,212799.70618,Cluster 2
2015-08-24,156721.96303,Cluster 2
2015-08-25,138115.26650599999,Cluster 2
2015-08-26,151258.034,Cluster 2
2015-08-27,123172.88837,Cluster 2
2015-08-28,158368.939998,Cluster 2
2015-08-29,220871.07,Cluster 2
2015-08-30,249904.80603,Cluster 2
2015-08-31,182621.503998,Cluster 2
2015-09-01,202324.572984,Cluster 2
2015-09-02,212462.422988,Cluster 2
2015-09-03,159155.959,Cluster 2
2015-09-04,185390.58658,Cluster 2
2015-09-05,281471.71539,Cluster 2
2015-09-06,298664.77803,Cluster 2
2015-09-07,172774.504975,Cluster 2
2015-09-08,135936.98508,Cluster 2
2015-09-09,163929.194016,Cluster 2
2015-09-10,124283.75001,Cluster 2
2015-09-11,154843.33003,Cluster 2
2015-09-12,232899.58901999998,Cluster 2
2015-09-13,266059.5439,Cluster 2
2015-09-14,145182.248,Cluster 2
2015-09-15,137671.284038,Cluster 2
2015-09-16,175064.141996,Cluster 2
2015-09-17,125720.23099,Cluster 2
2015-09-18,153547.00301000001,Cluster 2
2015-09-19,237718.605,Cluster 2
2015-09-20,271936.00390999997,Cluster 2
2015-09-21,161457.34395,Cluster 2
2015-09-22,133636.496963,Cluster 2
2015-09-23,162688.18691,Cluster 2
2015-09-24,124435.996008,Cluster 2
2015-09-25,157259.494,Cluster 2
2015-09-26,232725.53501,Cluster 2
2015-09-27,266941.10754,Cluster 2
2015-09-28,149444.508014,Cluster 2
2015-09-29,129602.573014,Cluster 2
2015-09-30,166491.943,Cluster 2
2015-10-01,171927.06497,Cluster 2
2015-10-02,204288.01098,Cluster 2
2015-10-03,306670.19858,Cluster 2
2015-10-04,337076.0075,Cluster 2
2015-10-05,185970.41202,Cluster 2
2015-10-06,148571.373,Cluster 2
2015-10-07,169099.61211,Cluster 2
2015-10-08,121958.220014,Cluster 2
2015-10-09,230459.34102,Cluster 2
2015-10-10,217298.494,Cluster 2
2015-10-11,243535.2269,Cluster 2
2015-10-12,149621.334302,Cluster 2
2015-10-13,103544.18399,Cluster 2
2015-10-14,157362.589015,Cluster 2
2015-10-15,124768.09307,Cluster 2
2015-10-16,169978.14102,Cluster 2
2015-10-17,251695.75598,Cluster 2
2015-10-18,276764.2131,Cluster 2
2015-10-19,154453.72,Cluster 2
2015-10-20,138930.368991,Cluster 2
2015-10-21,159000.33295,Cluster 2
2015-10-22,124370.271968,Cluster 2
2015-10-23,162200.04801,Cluster 2
2015-10-24,225859.70468,Cluster 2
2015-10-25,262433.47503,Cluster 2
2015-10-26,142101.788034,Cluster 2
2015-10-27,131935.928996,Cluster 2
2015-10-28,135283.59799,Cluster 2
2015-10-29,104009.969902,Cluster 2
2015-10-30,145705.54809,Cluster 2
2015-10-31,212744.7009,Cluster 2
2015-11-01,199954.06102,Cluster 2
2015-11-02,204657.13698,Cluster 2
2015-11-03,268441.11603,Cluster 2
2015-11-04,196836.085974,Cluster 2
2015-11-05,139064.35703,Cluster 2
2015-11-06,162419.013104,Cluster 2
2015-11-07,247016.199,Cluster 2
2015-11-08,287952.677024,Cluster 2
2015-11-09,151729.536974,Cluster 2
2015-11-10,134070.47995,Cluster 2
2015-11-11,159330.471,Cluster 2
2015-11-12,106713.41702,Cluster 2
2015-11-13,149956.439,Cluster 2
2015-11-14,220747.36898,Cluster 2
2015-11-15,274182.55443,Cluster 2
2015-11-16,163817.7872,Cluster 2
2015-11-17,129899.505992,Cluster 2
2015-11-18,166435.19098,Cluster 2
2015-11-19,127354.78828,Cluster 2
2015-11-20,163159.1161,Cluster 2
2015-11-21,227610.39184,Cluster 2
2015-11-22,268642.88502,Cluster 2
2015-11-23,162464.975896,Cluster 2
2015-11-24,132665.352026,Cluster 2
2015-11-25,166178.615085,Cluster 2
2015-11-26,121097.377,Cluster 2
2015-11-27,165378.49302,Cluster 2
2015-11-28,224308.59108,Cluster 2
2015-11-29,289011.50403999997,Cluster 2
2015-11-30,187098.65298400001,Cluster 2
2015-12-01,180606.942816,Cluster 2
2015-12-02,204001.78487,Cluster 2
2015-12-03,151284.83206,Cluster 2
2015-12-04,163367.56806,Cluster 2
2015-12-05,236580.03991,Cluster 2
2015-12-06,305463.027,Cluster 2
2015-12-07,193395.85801999999,Cluster 2
2015-12-08,158532.283795,Cluster 2
2015-12-09,185719.364026,Cluster 2
2015-12-10,150380.05549,Cluster 2
2015-12-11,175341.329876,Cluster 2
2015-12-12,243231.083205,Cluster 2
2015-12-13,282782.84819,Cluster 2
2015-12-14,179437.245,Cluster 2
2015-12-15,174289.9872,Cluster 2
2015-12-16,208457.32896,Cluster 2
2015-12-17,184282.45168,Cluster 2
2015-12-18,209335.85998,Cluster 2
2015-12-19,279030.388796,Cluster 2
2015-12-20,297703.062896,Cluster 2
2015-12-21,280929.204026,Cluster 2
2015-12-22,499280.8116,Cluster 2
2015-12-23,277174.2667,Cluster 2
2015-12-24,215698.809025,Cluster 2
2015-12-26,224239.8709,Cluster 2
2015-12-27,204906.716016,Cluster 2
2015-12-28,184495.562896,Cluster 2
2015-12-29,194136.644022,Cluster 2
2015-12-30,244823.202795,Cluster 2
2015-12-31,181787.96104,Cluster 2
2013-01-01,0.0,Cluster 3
2013-01-02,131335.612988,Cluster 3
2013-01-03,102411.375998,Cluster 3
2013-01-04,96685.6899705,Cluster 3
2013-01-05,125448.4281,Cluster 3
2013-01-06,138005.0490155,Cluster 3
2013-01-07,90661.484974,Cluster 3
2013-01-08,85959.559988,Cluster 3
2013-01-09,84254.692032,Cluster 3
2013-01-10,74095.60202,Cluster 3
2013-01-11,81680.675003,Cluster 3
2013-01-12,110540.771998,Cluster 3
2013-01-13,129746.83401,Cluster 3
2013-01-14,83608.333989,Cluster 3
2013-01-15,86081.64503,Cluster 3
2013-01-16,89882.939979,Cluster 3
2013-01-17,79093.5040135,Cluster 3
2013-01-18,84955.419983,Cluster 3
2013-01-19,119188.462023,Cluster 3
2013-01-20,124357.510039,Cluster 3
2013-01-21,89253.45401,Cluster 3
2013-01-22,82430.03598,Cluster 3
2013-01-23,81934.995008,Cluster 3
2013-01-24,70881.051987,Cluster 3
2013-01-25,84077.776988,Cluster 3
2013-01-26,113031.7829103,Cluster 3
2013-01-27,117883.465035,Cluster 3
2013-01-28,83013.440989,Cluster 3
2013-01-29,77280.674018,Cluster 3
2013-01-30,80232.47101,Cluster 3
2013-01-31,78448.337996,Cluster 3
2013-02-01,103192.726009,Cluster 3
2013-02-02,138443.332,Cluster 3
2013-02-03,128848.005028,Cluster 3
2013-02-04,93859.671976,Cluster 3
2013-02-05,89212.515037,Cluster 3
2013-02-06,88266.80304,Cluster 3
2013-02-07,83496.543008,Cluster 3
2013-02-08,96904.469988,Cluster 3
2013-02-09,114965.6640687,Cluster 3
2013-02-10,75838.475008,Cluster 3
2013-02-11,66931.898997,Cluster 3
2013-02-12,77336.8240126,Cluster 3
2013-02-13,94426.143998,Cluster 3
2013-02-14,81621.567007,Cluster 3
2013-02-15,94846.90694,Cluster 3
2013-02-16,134263.962954,Cluster 3
2013-02-17,111789.280991,Cluster 3
2013-02-18,100132.377035,Cluster 3
2013-02-19,87120.279993,Cluster 3
2013-02-20,91594.591023,Cluster 3
2013-02-21,78097.307005,Cluster 3
2013-02-22,83541.307015,Cluster 3
2013-02-23,113895.332989,Cluster 3
2013-02-24,122994.638996,Cluster 3
2013-02-25,91472.679017,Cluster 3
2013-02-26,80202.154992,Cluster 3
2013-02-27,84135.20998,Cluster 3
2013-02-28,80425.123965,Cluster 3
2013-03-01,108144.884996,Cluster 3
2013-03-02,144361.422073,Cluster 3
2013-03-03,146284.740971,Cluster 3
2013-03-04,108611.142025,Cluster 3
2013-03-05,94070.458,Cluster 3
2013-03-06,94551.050009,Cluster 3
2013-03-07,84660.214999,Cluster 3
2013-03-08,87499.320986,Cluster 3
2013-03-09,118707.185943,Cluster 3
2013-03-10,123484.434,Cluster 3
2013-03-11,90909.687991,Cluster 3
2013-03-12,78903.595036,Cluster 3
2013-03-13,82896.207995,Cluster 3
2013-03-14,71831.492004,Cluster 3
2013-03-15,91458.977033,Cluster 3
2013-03-16,132503.535973,Cluster 3
2013-03-17,137120.082984,Cluster 3
2013-03-18,96762.246,Cluster 3
2013-03-19,86827.179985,Cluster 3
2013-03-20,96850.37499,Cluster 3
2013-03-21,78749.974975,Cluster 3
2013-03-22,88456.182031,Cluster 3
2013-03-23,123192.102977,Cluster 3
2013-03-24,122260.383023,Cluster 3
2013-03-25,91873.1679725,Cluster 3
2013-03-26,84343.0999885,Cluster 3
2013-03-27,92478.851978,Cluster 3
2013-03-28,99108.417973,Cluster 3
2013-03-29,90247.320994,Cluster 3
2013-03-30,119915.901974,Cluster 3
2013-03-31,124237.003051,Cluster 3
2013-04-01,119577.952961,Cluster 3
2013-04-02,111136.705953,Cluster 3
2013-04-03,106567.7799293,Cluster 3
2013-04-04,88639.60997800001,Cluster 3
2013-04-05,93652.854979,Cluster 3
2013-04-06,138379.185042,Cluster 3
2013-04-07,140417.8329795,Cluster 3
2013-04-08,103052.06896799999,Cluster 3
2013-04-09,94698.4209887,Cluster 3
2013-04-10,90768.923997,Cluster 3
2013-04-11,91771.27798,Cluster 3
2013-04-12,93409.736047,Cluster 3
2013-04-13,124004.501006,Cluster 3
2013-04-14,132650.199939,Cluster 3
2013-04-15,98603.017994,Cluster 3
2013-04-16,96368.121011,Cluster 3
2013-04-17,103259.040018,Cluster 3
2013-04-18,89730.914995,Cluster 3
2013-04-19,91655.462952,Cluster 3
2013-04-20,127220.127998,Cluster 3
2013-04-21,131448.739983,Cluster 3
2013-04-22,95910.081993,Cluster 3
2013-04-23,90399.9239815,Cluster 3
2013-04-24,90006.346975,Cluster 3
2013-04-25,80679.586011,Cluster 3
2013-04-26,88033.508021,Cluster 3
2013-04-27,125033.846986,Cluster 3
2013-04-28,128726.31197,Cluster 3
2013-04-29,103344.069999,Cluster 3
2013-04-30,89651.00597,Cluster 3
2013-05-01,140791.21897,Cluster 3
2013-05-02,104694.55701,Cluster 3
2013-05-03,113600.548995,Cluster 3
2013-05-04,141063.408951,Cluster 3
2013-05-05,166332.126951,Cluster 3
2013-05-06,106650.955013,Cluster 3
2013-05-07,93226.066998,Cluster 3
2013-05-08,96211.100995,Cluster 3
2013-05-09,81841.1539735,Cluster 3
2013-05-10,94297.779987,Cluster 3
2013-05-11,142283.003006,Cluster 3
2013-05-12,227087.504012,Cluster 3
2013-05-13,102991.740938,Cluster 3
2013-05-14,91490.163042,Cluster 3
2013-05-15,95574.868035,Cluster 3
2013-05-16,86972.735997,Cluster 3
2013-05-17,91428.79503,Cluster 3
2013-05-18,134366.667996,Cluster 3
2013-05-19,148674.628001,Cluster 3
2013-05-20,101105.972,Cluster 3
2013-05-21,88387.010963,Cluster 3
2013-05-22,85773.938982,Cluster 3
2013-05-23,84222.99301,Cluster 3
2013-05-24,110832.835022,Cluster 3
2013-05-25,113038.051994,Cluster 3
2013-05-26,130125.793997,Cluster 3
2013-05-27,94393.51599,Cluster 3
2013-05-28,91608.156011,Cluster 3
2013-05-29,89948.98797,Cluster 3
2013-05-30,91284.201003,Cluster 3
2013-05-31,92292.035993,Cluster 3
2013-06-01,155495.33101,Cluster 3
2013-06-02,182354.765999,Cluster 3
2013-06-03,118812.423046,Cluster 3
2013-06-04,103094.70598,Cluster 3
2013-06-05,101003.882986,Cluster 3
2013-06-06,89591.13799,Cluster 3
2013-06-07,101483.59799,Cluster 3
2013-06-08,128386.031992,Cluster 3
2013-06-09,151702.253038,Cluster 3
2013-06-10,102466.708005,Cluster 3
2013-06-11,86169.6380225,Cluster 3
2013-06-12,90731.7670027,Cluster 3
2013-06-13,81014.486071,Cluster 3
2013-06-14,94716.919024,Cluster 3
2013-06-15,143259.2149921,Cluster 3
2013-06-16,127910.28898,Cluster 3
2013-06-17,106515.74898,Cluster 3
2013-06-18,92477.531982,Cluster 3
2013-06-19,91526.094,Cluster 3
2013-06-20,84777.59203,Cluster 3
2013-06-21,90301.5360185,Cluster 3
2013-06-22,126285.754022,Cluster 3
2013-06-23,145168.390022,Cluster 3
2013-06-24,100469.5599943,Cluster 3
2013-06-25,267087.809946,Cluster 3
2013-06-26,87295.502985,Cluster 3
2013-06-27,77830.584998,Cluster 3
2013-06-28,93524.029964,Cluster 3
2013-06-29,146057.657998,Cluster 3
2013-06-30,153714.45503,Cluster 3
2013-07-01,130594.6990635,Cluster 3
2013-07-02,111856.19401,Cluster 3
2013-07-03,208943.101948,Cluster 3
2013-07-04,97224.447047,Cluster 3
2013-07-05,98832.613049,Cluster 3
2013-07-06,136946.067972,Cluster 3
2013-07-07,145752.44498,Cluster 3
2013-07-08,104104.895005,Cluster 3
2013-07-09,95852.719,Cluster 3
2013-07-10,90031.671,Cluster 3
2013-07-11,83677.09402,Cluster 3
2013-07-12,90740.00502,Cluster 3
2013-07-13,126296.3170275,Cluster 3
2013-07-14,134253.227018,Cluster 3
2013-07-15,103918.5859646,Cluster 3
2013-07-16,101126.105017,Cluster 3
2013-07-17,96234.8949615,Cluster 3
2013-07-18,86443.1510022,Cluster 3
2013-07-19,93302.827014,Cluster 3
2013-07-20,128080.328049,Cluster 3
2013-07-21,135440.703016,Cluster 3
2013-07-22,104746.679009,Cluster 3
2013-07-23,92765.928045,Cluster 3
2013-07-24,88676.907023,Cluster 3
2013-07-25,89727.909984,Cluster 3
2013-07-26,95059.574037,Cluster 3
2013-07-27,125037.745975,Cluster 3
2013-07-28,132100.4950253,Cluster 3
2013-07-29,99157.7120165,Cluster 3
2013-07-30,93969.121038,Cluster 3
2013-07-31,100604.033036,Cluster 3
2013-08-01,112036.19399,Cluster 3
2013-08-02,112402.529999,Cluster 3
2013-08-03,147620.488005,Cluster 3
2013-08-04,149519.05099,Cluster 3
2013-08-05,116455.81400500001,Cluster 3
2013-08-06,104816.363065,Cluster 3
